e_no,c,k1,k2,k3,k4,ax,ay,az,bx,by,bz,pvol,m_g,m_c
148,2,0.5,4,0.5,4,0.9975091393029758,0.0,0.07053734476882578,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
149,2,0.5,4,0.5,4,0.9781225171806845,0.0,0.20802966467338616,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
150,2,0.5,4,0.5,4,0.9411901451450057,0.0,0.3378773604163544,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
151,2,0.5,4,0.5,4,0.8896603801309684,0.0,0.45662282906707685,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
152,2,0.5,4,0.5,4,0.8280193626405834,0.0,0.5606995051650054,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
153,2,0.5,4,0.5,4,0.7632963744321223,0.0,0.6460484848513905,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
154,2,0.5,4,0.5,4,0.7072737148898284,0.0,0.7069398080642664,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
155,2,0.5,4,0.5,4,0.9964361217150962,0.0,0.084350787437807,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
156,2,0.5,4,0.5,4,0.9693444578440975,0.0,0.24570576315368095,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
157,2,0.5,4,0.5,4,0.9199490091381819,0.0,0.3920380346161289,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
158,2,0.5,4,0.5,4,0.854721822229538,0.0,0.5190863190304847,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
159,2,0.5,4,0.5,4,0.7811153287741764,0.0,0.6243867736859984,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
160,2,0.5,4,0.5,4,0.7079849992219651,0.0,0.7062274710577846,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
161,2,0.5,4,0.5,4,0.6468649826047612,0.0,0.762604546458872,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
162,2,0.5,4,0.5,4,0.9944137863673128,0.0,0.10555198474033636,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
163,2,0.5,4,0.5,4,0.9533896395959635,0.0,0.3017419346247364,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
164,2,0.5,4,0.5,4,0.8834716689981092,0.0,0.46848458894364414,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
165,2,0.5,4,0.5,4,0.7984461748106999,0.0,0.6020661972990686,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
166,2,0.5,4,0.5,4,0.7099464435367742,0.0,0.7042556689935028,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
167,2,0.5,4,0.5,4,0.6278687703603185,0.0,0.7783192193478339,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
168,2,0.5,4,0.5,4,0.5623053524275018,0.0,0.826929676956501,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
169,2,0.5,4,0.5,4,0.9904087382681447,0.0,0.1381684883108357,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
170,2,0.5,4,0.5,4,0.923816830129486,0.0,0.3828347742427643,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
171,2,0.5,4,0.5,4,0.8221859991354178,0.0,0.5692189234606444,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
172,2,0.5,4,0.5,4,0.7130656390558706,0.0,0.701097278840706,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
173,2,0.5,4,0.5,4,0.6112957782392325,0.0,0.7914022185380142,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
174,2,0.5,4,0.5,4,0.5245311304042487,0.0,0.8513912691805343,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
175,2,0.5,4,0.5,4,0.4590902071197246,0.0,0.8883896564721857,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
176,2,0.5,4,0.5,4,0.9809298140187092,0.0,0.1943622905020945,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
177,2,0.5,4,0.5,4,0.8626151154683993,0.0,0.5058608134313628,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
178,2,0.5,4,0.5,4,0.7153280984863778,0.0,0.6987887459854106,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
179,2,0.5,4,0.5,4,0.5851724753064094,0.0,0.8109088568660289,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
180,2,0.5,4,0.5,4,0.4800621326883558,0.0,0.8772344890385395,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
181,2,0.5,4,0.5,4,0.39864582331859244,0.0,0.9171049599422313,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
182,2,0.5,4,0.5,4,0.3408140062986947,0.0,0.9401307425622424,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
183,2,0.5,4,0.5,4,0.9490056077275721,0.0,0.3152591894007556,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
184,2,0.5,4,0.5,4,0.7142886882272416,0.0,0.6998511769445033,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
185,2,0.5,4,0.5,4,0.5234680882660229,0.0,0.8520452808196963,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
186,2,0.5,4,0.5,4,0.3978086469803323,0.0,0.9174684083867287,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
187,2,0.5,4,0.5,4,0.3119594012176944,0.0,0.9500954330970639,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
188,2,0.5,4,0.5,4,0.2513706733551318,0.0,0.9678908949757651,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
189,2,0.5,4,0.5,4,0.2105166876655152,0.0,0.9775902639727647,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
190,2,0.5,4,0.5,4,0.7099324582587535,0.0,0.7042697670003186,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
191,2,0.5,4,0.5,4,0.3240780288261199,0.0,0.9460303542868889,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
